,message,label_d,label_r,label_s,label_a,label_og,label_maj
2210,"Lee Kuan Yew, the Singapore prime minister said there were two options for me: Either I be corrupted and I put my family in the Forbes list of the richest people in the world and leave my people with nothing or I serve my country and my people and let my country be in the list of the best ten economies in the world. I choose the second option.â˜ºâ˜ºâ˜ºâ˜ºALL OUR POLITICIANS also  said there were two options for them to take,  but the second option was already taken by the Singapore prime minister.",1,1,1,1,1,1
2211,some things a man's eyes cannot miss even at 200 kmph. Just incredible !ðŸ‘‡ðŸ‘‡ lol thats gully cricket,1,1,1,1,1,1
2212,"Yeah AC is working alright, thanks",0,0,0,0,0,0
2213,What a website.Government website with performance dashboards! Unbelievable. WEBSITE_URL corporates don't have such dashboards...Please see this,1,1,1,1,1,1
2214,"Newton's 6th law - ""whenever there is thought to give credit to human effort there is an equal and opposite thought to snatch the credit and give to a third party termed Allah"" ðŸ˜œ 😂",1,1,1,1,1,1
2215,"Guy wrote on FB....â€œWhat a bad day Iâ€™m having.... burnt my pizza, forgot my beer in the deep freezer and just found out that my girlfriend is pregnant â˜¹â€A friend commented:â€œIt seems you can't take anything out in time 😂",1,1,1,1,1,1
2216,"“Grow old along with me!The best is yet to be,The last of life, for which the first was made ...”",1,1,1,1,1,1
2217,"“Life is energy and, as such, it belongs to all, reaches all, and blesses all.”",1,1,1,1,1,1
2218,"“Over the years I've really believed when you think you're in danger, you are probably not and when you have no idea, you probably are.” ",1,1,1,1,1,1
2219,"You are like a bright sun as your blazing love can even make the stars fade away. Good morning, dearest!",1,1,1,1,1,1
2220,payal please tweet this once you're back,0,0,0,0,0,0
2221,"Today morning when I was driving my Ferrari, the alarm woke me up. 😂",1,1,1,1,1,1
2222,I stopped fighting with my inner demons. We are on the same side now.😂,1,1,1,1,1,1
2223,"Dear Math, please grow up and solve your own problems, I'm tired of solving them for you",1,1,1,1,1,1
2224,I've found the recipe for happiness. Can someone just send me some money so that I can buy the ingredients?,1,1,1,1,1,1
2225,"I used to like my neighbors, until they put a password on their Wi-Fi...😂",1,1,1,1,1,1
2226,Awesome topics.. Missed this meet completely.,0,0,0,0,0,0
2227,"A bad attitude is like a flat tire, you can't go anywhere until you change it.",1,1,1,1,1,1
2228,"Everyone says you only fall in love once, but that's not true. Every time I hear you voice I fall in Love all over again.",1,1,1,1,1,1
2229,"“Alone with my wine and my misery, I was convinced that life was composed of a string of “if only’s” leading from one self-inflicted bungle to the next until at some point, one’s final iteration of the excuse became one’s final utterance, and one expired.” ",1,1,1,1,1,1
2230,"“We don’t sleep to sleep, dammit, any more than we eat to eat . We sleep to dream. We’re amphibians. We live in two elements and we need both."" ",1,1,1,1,1,1
2231,"“And what went wrong when other alchemists tried to make gold and were unable to do so?""""They were looking only for gold his companion answered. They were seeking the treasure of their personal legend, without wanting actually to live out the personal legend.” ",1,1,1,1,1,1
2232,Doctor's life goals:1. Become a doctor2. Marry a doctor3. Have kids4. Make them doctors5. Get them married to a doctor6. Die.Engineer's life goals:1. Study engineering2. Ask your siblings not to study engineering3. Ask your friends not to study engineering4. Tell everybody not to study engineering5. Die watching everybody still choosing engineering.,1,1,1,1,1,1
2233,Lecture by tamilian teacher in UP arts college ðŸ¤£ you will enjoy  laughing,1,1,1,1,1,1
2234,"Husband sat in his room throwing darts ( ðŸ“Œ ) at his wife's photo but not even a single one hits the Target.From another room wife asks the husband :""What are u doing?""Husband : ""MISSING YOU"" 😂",1,1,1,1,1,1
2235,please check all the compilation error and then proceed,0,0,0,0,0,0
2236,"Army Officer  to Sarpanch: What the hell is going on…? You said your village population is 500…We have rescued 1000 people from flood by Helicopter so far…   There are more to be rescued….  How…????🤔🤔🤔Sarpanch: Sir.. they keep swimming back here, again and again, for the free Helicopter ride...Even I have jumped twice😝😝",1,1,1,1,1,1
2237,I think Karnataka will also take part in bandh. Anyone knows??,0,0,0,0,0,0
2238,Good job people 👍 loved your initiative and coordination yesterday Hope to see the same in future.,0,0,0,0,0,0
2239,Even here tech park security wont let anybody in or out after 8.30 so i guess better to wfh only,0,0,0,0,0,0
2240,Can one of you create the November event and passit on for review before making it public.,0,0,0,0,0,0
2241,Can you guide me how to create,0,0,0,0,0,0
2242,Exit gate is open n uber is working.. in case anyone wants to come office,0,0,0,0,0,0
2243,"Hi all, everyone in our team are using company  cab service regularly right.?",0,0,0,0,0,0
2244,This is akhil whatsapp number. Someone please add him.,0,0,0,0,0,0
2245,Do you have the excel sheet that Akhil updated during the meet?,0,0,0,0,0,0
2246,"Life is so ironic that it takes sadness to know happiness, noise to appreciate silence and absence to value presence... Good Morning!",1,1,1,1,1,1
2247,"Om, Ajju Shreay payalThey r not using",0,0,0,0,0,0
2248,Akhil has expressed his interest for workshop on  Has anyone spoken to him?,0,0,0,0,0,0
2249,He is interested in having the workshop on 24 Nov,0,0,0,0,0,0
2250,I will talk to Amit and get more details about his session.,0,0,0,0,0,0
2251,Please update drop points to Deepak for tomorrow’s meeting,0,0,0,0,0,0
2252,Yep I only told him to give on code analysis,0,0,0,0,0,0
2253,But he is available for 24 the Nov,0,0,0,0,0,0
2254,"Thanks for confirming  . In that case,  I wouldn't call payal. Let's have one point of contact for any session. Please take care of planning the workshop.",0,0,0,0,0,0
2255,Me and him together planning to give this session,0,0,0,0,0,0
2256,Deepak.. please don’t book Cab for me,0,0,0,0,0,0
2257,Did you folks get the mail with edit access to Google sheet ?,0,0,0,0,0,0
2258,Able to view & edit ?,0,0,0,0,0,0
2259,Will send an email.. Pls reply there,0,0,0,0,0,0
2260,Welcome hero .. to what do we owe this honour 😂,0,0,0,0,0,0
2261,"Thanks for joining WhatsApp, would be great help to your teammates 🙂",0,0,0,0,0,0
2262,Would urge all 3 of you to make one session this month.. just to get a feel of things,0,0,0,0,0,0
2263,I have created an event for next month,0,0,0,0,0,0
2264,"Once I finish my exam at 4 today, I can tell  on how I created the event.",0,0,0,0,0,0
2265,"But I would suggest both to ""test on production"" on how to create events. By default events won't be published. 😉",0,0,0,0,0,0
2266,Also there's something called mailer task.,0,0,0,0,0,0
2267,"I have set the registration time from Oct 31st to Nov 17th. I hope that even if we publish the event before Oct 31st, people can only register during the above mentioned time period",0,0,0,0,0,0
2268,"As this is an meet, i think we can keep the registration date as we make the event live",0,0,0,0,0,0
2269,We are going to 13th floor. Ambience is really good but food is not good at all.,0,0,0,0,0,0
2270,Oh exam.. I suggest you focus on your exam for now,0,0,0,0,0,0
2271,Good news and a bad news.Good news: Exams are over. Finished my 7th semBad news: I can't bunk any upcoming classes. Which means I can't attend the next month's meet / any other event (till Nov 29),0,0,0,0,0,0
2272,You will end up doing a lot of adult work after college,0,0,0,0,0,0
2273,"I respectfully disagree.""Alcohol money is sorted""",1,1,1,1,1,1
2274,"Don't worry, you can help with the offline stuff till November, creating sessions, coordination over phone, venue, etc. Enjoy college now, no amount of adult fun can give you this 😀👍",0,0,0,1,0,0
2275,Life's never easy and it's never meant to be one. What makes it different is the task at hand - love / hate it will define your destiny. I would love to work on security instead of going to a place whose overall outcome is nothing but waste of resources 😉,1,1,0,1,1,1
2276,what's the time duration for upcoming conference  ?,0,0,0,0,0,0
2277,please let me know. currently I am setting the event from 9:30 to 1:30,0,0,0,0,0,0
2278,Also ask for the Google form link that should included,0,0,0,0,0,0
2279,"when you receive, forward me the mail",0,0,0,0,0,0
2280,"""Have you compromised any Wi-Fi, if yes please explain"".why is that made important",0,0,0,0,0,0
2281,It's champ requirement need to speak with him,0,0,0,0,0,0
2282,The proposed sessions are not yet there on the event,0,0,0,0,0,0
2283,"Booking for The 13th Floor, MG Road",0,0,0,0,0,0
2284,Ninikara has sent an email to me which I'm forwarding to their official mail id,0,0,0,0,0,0
2285,Basically wants to know if we can help them with routers for their session,0,0,0,0,0,0
2286,"My experience was good with the food, I won’t say very good. 😛May b I was lucky that day Sharmila",0,0,0,0,0,0
2287,"is it ""pentesting"" or ""pen testing"" ?",0,0,0,0,0,0
2288,"except network adapter and router, nothing else is hardware",0,0,0,1,0,0
2289,"If everything seems good, we can publish the event.",0,0,0,0,0,0
2290,and do the changes if required,0,0,0,0,0,0
2291,I'm outside. I was just trying to format the form.,0,0,0,0,0,0
2292,"After creating event for Humla i: added some more information at ""registration instructions"" but its not showing after updating eventCan anyone help in this",0,0,0,0,0,0
2293,Let me look in to this,0,0,0,0,0,0
2294,"Do not open your eyes thinking about the past and regretting on things. Today is the new day, start it with new hopes, new desire and new thoughts.",1,1,1,1,1,1
2295,Also can any let me know the status of venues for upcoming events,0,0,0,0,0,0
2296,Let me know. i will reach out to others  as well for venues,0,0,0,0,0,0
2297,Also i guess its time for we look for other venues as well?,0,0,0,0,0,0
2298,I am yet to reach Bangalore.Let me confirm it by tomorrow,0,0,0,0,0,0
2299,let me know once the session is made online and i will write about it.,0,0,0,0,0,0
2300,I am going make into public,0,0,0,0,0,0
2301,"Just a quick question here. How much is it feasible for a participant to bring external network adapter. With out the external network adapter, can any participant attend the humla session?",0,0,0,0,0,0
2302,yes! Router is not mandatory to have for the session to proceed,0,0,0,1,0,0
2303,But from virtual box they are using,0,0,0,0,0,0
2304,I see that router is not mandatoty. I am asking about external network adapter.,0,0,0,0,0,0
2305,"Then we need to make it clear that if we are using linux machine as the base machine, we need not have an external adapter. How ever if the base machine is an windows machine, we need an external adapter.",0,0,0,0,0,0
2306,If we are not very clear it may discourage people to attend. And register for the session.,0,0,0,0,0,0
2307,Request to please make an update on this.,0,0,0,0,0,0
2308,Some changes doneget laptop host as Linux machine or bootable USB for use like live machine,0,0,0,0,0,0
2309,Just give me 15 mins and will look in to it,0,0,0,0,0,0
2310,Every thing is fine and can be made public.,0,0,0,0,0,0
2311,I have seen the questionnaire and it looks good. For some strange reaosn the last question in the questionnaire has the word starting with a capital letter including the word Wep. Ideally it should be written as WEP as its a short form.,0,0,0,0,0,0
2312,The monthly meet also looks good. We can announce it.,0,0,0,0,0,0
2313,Let me know once we have both been done and I will tweet about it.,0,0,0,0,0,0
2314,WiFi at Conference  is done for the event.,0,0,0,0,0,0
2315,"“Oh, life, life!"" Bastidas complained, sipping his drink. ""What is life? A little flame at the tip of a candle, exposed to a strong wind.”",1,1,1,1,1,1
2316,One small point which i am correcting.,0,0,0,0,0,0
2317,"For an humla session, we always should close the reg by Thursday",0,0,0,0,0,0
2318,And make the reg open as soon as we announce it,0,0,0,0,0,0
2319,Now I am correcting and updating it.,0,0,0,1,0,0
2320,Amit - what is the expected attendance?,0,0,0,0,0,0
2321,Have we done a hands on session at conference before?,0,0,0,0,0,0
2322,"Cancel tomorrow. I have updated Ajit, he has not replied yet. He knows about   Other one.",0,0,0,0,0,0
2323,mobile is happened i think by danny,0,0,0,0,0,0
2324,Amphitheatre will be equipped with tables and chairs,0,0,0,0,0,0
2325,who's the volunteer who would be available on the day of the event 27th?,0,0,0,0,0,0
2326,I am not in Bangalore on 27th,0,0,0,0,0,0
2327,"okay no problem i will take care of it ,, he can't come because he has college",0,0,0,1,0,0
2328,This is genius!A Bengali asks....Who is Ornob?A Malayali replies...News Anger..!!😂😂😂😂😂,1,1,1,1,1,1
2329,I don't remember using my  email anywhere. Got a mail from a person asking for help to hack the database of a betting website,0,0,1,0,0,0
2330,Can someone reply to Ankit and let him know that humla sessions are hands on session. People need to be in the room to do this. Also I'm not sure why he is asking this in the first place. This is supposed to be explained to the champion.,0,0,0,0,0,0
2331,is there any problem if the champions get the setup for live broadcast ?,0,0,0,0,0,0
2332,Hands on sessions were conceptualized to be hands on. People in the room need to have a laptop and the champion is available to troubleshoot and assist in the learning,0,0,0,0,0,0
2333,For years & years..I have been incorrectly hearing this advertisement for cough & cold:... â€œWhiskeyâ€ goli lo      khich khich dur karo..,1,1,1,1,1,1
2334,Remote teaching can become overtly consuming. Also there is no dearth of videos online where people can look and learn,0,0,0,0,0,0
2335,We don't do anything ground breaking or unique that's not already explained on YouTube or securitytube,0,0,0,0,0,0
2336,I just had a doubt and now it's clear.,0,0,0,0,0,0
2337,"“It was Don Paolo's birthday and all the people of the village were gathered in the piazza to celebrate him. The band played, the wine flowed, the children danced, and, as he stood for a moment alone under the pergola, a little girl approached the the beloved priest. ""But Don Paolo, are you not happy?"" she asked him. ""Of course I am happy,"" he assured the little girl. ""Why, then, aren't you crying?” ",1,1,1,1,1,1
2338,“It's who you is when folks knocks at the door of your heart what counts. Hide the past and it gives them what's jealous of you the power to bring you undone.”,1,1,1,1,1,1
2339,It's nice that u have questions,0,0,0,0,0,0
2340,Lots of questions these days sir,0,0,0,0,0,0
2341,"Honestly imho team has not done anything majorly different in the last 4 years. Hands on sessions (humla, bachav, puliya) were introduced and that's been the last major innovation we have had.",0,0,0,0,0,0
2342,If you young blood think something can be done differently we should definitely try,0,0,0,0,0,0
2343,Live streaming a Banglore session doesn't make sense,0,0,0,0,0,0
2344,But if u want to live stream something don't call it a hands on session ),0,0,0,0,0,0
2345,Ninikara's email to Ankit does not explain why people have to be in the room. This creates additional doubts and possibly creates imaginary barriers that we are event organisers and champions are delivery people,0,0,0,0,0,0
2346,"24th November 2018  wants to give the humla session on the firmware analysis, may i confirm this",0,0,0,0,0,0
2347,"done , he shared docx file for requirements and session details",0,0,0,1,0,0
2348,I am typing a reply to Ankit's email.,0,0,0,0,0,0
2349,i spoken with him on call cleared his doubts,0,0,0,0,0,0
2350,Conference meet we can publish right,0,0,0,0,0,0
2351,i am publishing it right now,0,0,0,0,0,0
2352,1. Are the speaker names correct2. Are the talk titles correct3. Are the timings correct4. Are the place holders correct,0,0,0,0,0,0
2353,It's okay if there is no venue,0,0,0,0,0,0
2354,"That can be: left as ""To be announced """,0,0,0,0,0,0
2355,okay i will check and update,0,0,0,1,0,0
2356,Announcing early gives people time to plan travel/holidays etc.,0,0,0,0,0,0
2357,"Just noticed that no one spoke about the proof of ""requests"" he received",0,0,0,0,0,0
2358,Guys I will mention same as usual drop location for those who use regular cab,0,0,0,0,0,0
2359,I think we didn't have access to see the response of the Google form,0,0,0,0,0,0
2360,"If someone says that he/she wants to conduct an online session because of requests from many people, first question to ask is : define many. Is it 10, 100, 1000, etc. A proof would be great.",0,0,0,0,0,0
2361,If the online session is really required,0,0,0,0,0,0
2362,i think in conference presenting Ankit one who delivering the wifi  that person only right ?,0,0,0,0,0,0
2363,What was the email initially ?,0,0,0,0,0,0
2364,Everybody please update here once you reach home,0,0,0,0,0,0
2365,everything is fine i am publishing the event,0,0,0,0,0,0
2366,in twitter please tweet about the meet,0,0,0,0,0,0
2367,No one tweeted about the meet,0,0,0,1,0,0
2368,Anyone who does not have  Twitter creds,0,0,0,0,0,0
2369,Let me know I will share,0,0,0,0,0,0
2370,I have given the creds to Ankit over signal. He has tweeted.,0,0,0,0,0,0
2371,Can one of the leads reach out to our venue providers for the november meet.,0,0,0,0,0,0
2372,Whom to contact to ask venue ?,0,0,0,0,0,0
2373,We have the list of final participants selected . Can one of you send the confirmation email and tweet about the same.,0,0,0,0,0,0
2374,Jagu go ahead and do it,0,0,0,0,0,0
2375,"With every morning you get another chance to prove yourself, to shape up your dream and desire, have a happening good morning",1,1,1,1,1,1
2376,Unless someone else volunteers in the next hour or so,0,0,0,0,0,0
2377,I can do it after 12:30 PM. I am outside and can get back to my system by 12:30,0,0,0,0,0,0
2378,"Forget your age and live your life, what matters at the end of the day is how much u smiled.",1,1,1,1,1,1
2379,Every morning get up and forward your thanks to God to show him the gratitude you have towards him.,1,1,1,1,1,1
2380,"The morning brings positive thoughts, energy, strength and happiness, open your arms and welcome it.",1,1,1,1,1,1
2381,"Respect is the most important element of any personality, so always respects the people you meet. Good morning sweety.",1,1,1,1,1,1
2382,Don't update the site with the venue,0,0,0,0,0,0
2383,Venue is shared only with selected participants,0,0,0,0,0,0
2384,"If you have any negative feelings towards life throw it in the darkness of night, wake up with the positive thought and attitude.",1,1,1,1,1,1
2385,"God has given you a new canvas to paint your imagination with this morning, have a happening good morning",1,1,1,1,1,1
2386,"There is a simple formula to stay happy, the formula is never try to winanyone just laugh with everyone.",1,1,1,1,1,1
2387,payal i just send the draft email to you please check once,0,0,0,0,0,0
2388,Looks okay. There are some typos and grammar issues.,0,0,0,0,0,0
2389,"God gives all you want n shower his blessings on you, so wake up with a positive thought that god has planned a surprise for you.",1,1,1,1,1,1
2390,Can someone fix this. I can do this after 11:30.,0,0,0,0,0,0
2391,i fix the errors can you please check once,0,0,0,0,0,0
2392,created the event analysis for the conferecne,0,0,0,0,0,0
2393,Registration time: 19th Nov 00:00 to 22nd Nov 23:59,0,0,0,0,0,0
2394,"I am receiving many calls about the event,,Whether it is chargeable or free?I think in email confirmation we need add information about the null meets",0,0,0,0,0,0
2395,Yes.Also we should mention to not share the address with other people.,0,0,0,1,0,0
2396,We still do give presention on session slides before any session right ?,0,0,0,0,0,0
2397,I will be there to open the sessionAnyone else coming in ?,0,0,0,0,0,0
2398,I'm at the gate of the conference,0,0,0,0,0,0
2399,Guys please come for pot luck near carrom place.,0,0,0,0,0,0
2400,"46 cases of swine flu confirmed in Bengaluru, public asked to take precautions | The News Minute - WEBSITE_URL",1,1,0,1,1,1
2401,"Forget the past and think about future, take lessons from the past and implemented it on your future road.",1,1,1,1,1,1
2402,pl do not open anything in  my desktop,0,0,0,0,0,0
2403,"Every morning create a new goal to achieve, because every morning god gives you a new canvas to paint.",1,1,1,1,1,1
2404,"Understand your worth, God has added another day in your life. Have a great start and make the most of your day.",1,1,1,1,1,1
2405,Let all the negativity washed out from your brain and give a new start you life's journey. Have a happy good morning.,1,1,1,1,1,1
2406,I think we should start making a list of names that register+getselected+don't turn up,0,0,0,0,0,0
2407,And then blacklist them for the next session if they do that for 2 sessions,0,0,0,0,0,0
2408,Why not do it from the first miss itself.The probability is really less of someone getting selected twice and not coming.If they give a reason at the last minute that's understandable but no communication should have some consequences,0,0,0,0,0,0
2409,A lot of people hesitate to communicate due whatever reasons1. How the eadership occurs to them2. Thinking that their reasons will not occur as valid3. Emergency and could not genuinely let us know,0,0,0,0,0,0
2410,I think we should start communicating the blacklist bit in the email invite,0,0,0,0,0,0
2411,I think what you say makes sense about banning after the first miss itself but it might be a little harsh,0,0,0,0,0,0
2412,"The life is uncertain and unpredictable, so it becomes our duty to make the most of each day.",1,1,1,1,1,1
2413,"Valid points. Let's narrow down further.How about we send out an email to people who couldn't attend and ones who don't even bother to reply, we do something about them",0,0,0,0,0,0
2414,"If we go with two session miss concept, we will still be at the same place because the probability of getting selected and missing is very lessWe will be at the same place.. no result",0,0,0,0,0,0
2415,"Another way is, if a person who misses without reason, when he registers next for a conference, we map it to our list of blacklisted people and send them an email that they will be eligible to apply  from the next session",0,0,0,0,0,0
2416,"It is true that it is not possible to make everyone happy, however you can keep yourself happy with everyone.",1,1,1,1,1,1
2417,I think that will be a fun project. Will do that when I get free time.,0,0,0,0,0,0
2418,Depends on the completion of the tasks in the note😛,0,0,0,0,0,0
2419,11 out of 25 only present,0,0,0,0,0,0
2420,I think we got to create some bot to automatically keep track of people who didn't attend conference sessions.,0,0,0,0,0,0
2421,Will think of some solution by next week,0,0,0,0,0,0
2422,Let's try and check what other chapters do,0,0,0,0,0,0
2423,One guy said he cancelled from website after getting confirmation email,0,0,0,0,0,0
2424,"we need to send emails everyoneWhy they aren't attending the session,, might someone  have valid reason",0,0,0,0,0,0
2425,We will end up doing only logistics,0,0,0,0,0,0
2426,As bangalore leadership when do we grow technically?,0,0,0,0,0,0
2427,Why don't we announce and start taking action from next month might it will give some good results,0,0,0,0,0,0
2428,Can we do a poll kind of a thing..Have a couple of options and ask them to choose,0,0,0,0,0,0
2429,"The result is what we will proceed with.Of the people, by the people, for the people 😁",0,0,0,0,0,0
2430,"I just spoken with Sarah about the Venue as philips for  meet for next month,, he said he will get back on Monday",0,0,0,0,0,0
2431,Two tasks are there .. a bug is there. It should be AND condition,0,0,0,0,0,0
2432,Can someone reply and acknowledge the mail?,0,0,0,0,0,0
2433,November 24 th Humla on firmware and 17 th meet and,0,0,0,1,0,0
2434,Why can't we have 2 humla session on the same day?,0,0,0,0,0,0
2435,We can but don't know about the champion,0,0,0,0,0,0
2436,We can have.. My only question what is it for community and why do we want to do it.,0,0,0,0,0,0
2437,"Number of people who express interest for the sessions have normally been much more than available seats. By having parallel Humla sessions, I feel we could involve more people in a single day.",0,0,0,0,0,0
2438,I have sent an email. Waiting for his response.,0,0,0,0,0,0
2439,1. They are two very different topics . Different people may attend these sessions.2. We need to create an atmosphere where people actively chose the session they want to go instead of just going bcz bangalore is doing something.3. It's an experiment. Experiments help us grow.,0,0,0,0,0,0
2440,Is there an online form that speakers could fill to share details of their event?Bittu has responded saying he is interested in having the session in December.,0,0,0,0,0,0
2441,"Everyone, please ensure that our mail id is  cc'd in all email communication regarding nullblr even if the first email was not marked to the heads",0,0,0,0,0,0
2442,"“My God, is this a date?"" Jeff had asked when I asked if I could bring her along.""I don't know,"" I said. ""She might still be happily lesbian.”😂😂😂",1,1,0,1,1,1
2443,Yes I agree. Infact this is not new other chapters are doing it already. But this works only if the agenda can be finished within half day,0,0,0,1,0,0
2444,"Morning does not come alone, it is always a complained by light, fragrance, music and laughter. Open your arms and welcome it",1,1,1,1,1,1
2445,"I feel it's good practice to have puliyas on same day, saves venue and time",0,0,0,0,0,0
2446,"Talking of experiments, I have an idea for January. I will be emailing you all shortly",0,0,0,0,0,0
2447,"“If one can remember that one is here for something more than fragile dreams then one will have passed the first, pivotal test.”",0,0,1,0,0,0
2448,We could have more than one venue to conduct multiple sessions on the same day. This way there is no need to rush.,0,0,0,0,0,0
2449,"Morning is the time of God, it should never be missed, as God shower blessing for success. Wish you very morning good morning",1,1,1,1,1,1
2450,Multiple sessions on the same day at different venues,0,0,0,0,0,0
2451,Point 1 and 2 from my list of why we should do multiple sessions,0,0,0,0,0,0
2452,"We have done two conference in the past on the same day at two different venues.So this itself is not new at meet , i agree with you and we should experiment. But our experiments should be innovative and some thing unique.",0,0,0,0,0,0
2453,Each new day is the end of old task and beginning of new with a fresh and positive energy,1,1,1,1,1,1
2454,"Those who want to achieve a goal don't wait for son to awake, instead they get up and walk the sun",1,1,1,1,1,1
2455,"“If you cannot let go of something from your life, you cannot get something new in your life.” ",1,1,1,1,1,1
2456,Ok Yeah that's totally doable as long as we are available. 👍,0,0,0,1,0,0
2457,Why don't we attack the first half day and learn to defend the next half day. Technically will have both session in the same day,0,0,0,0,0,0
2458,"“Life is not good, however you are living it, if you become like those who don't value you.” ",1,1,1,1,1,1
2459,That is a different type of session. We can call it something  else. I'm talking about hosting two sessions on the same day primarily so that people actively chose the session and not just turn up bcz a session is happening,0,0,0,0,0,0
2460,But what is such session called ?,0,0,0,0,0,0
2461,Dunno. We tried to do it once. I think you were also there. We had called aka vs ayashi or something.,0,0,0,0,0,0
2462,But is there a single word which could define such session ?,0,0,0,0,0,0
2463,I like the word battle 💪,0,0,0,0,0,0
2464,"Do enough for others that it's impossibleFor them to keep accountsOf what they owe youOr what you've done.Lose the account yourself,Expect nothing in return.Make a habit of giving things away.Pay for other people's meal,Friends and strangers.Keep no accounts on that either.Take what is offered to you,But expect or demand nothing.Tell the people in your lifeThat you appreciate themAs often as you can.There may be a day when you can't.Tell your kids and spouse that you love them,Often and every night.Remind yourselfWhat it is you love about them.Look for ways to be kind and helpful,There are plenty to find.Do things without telling othersYou've done them.Don't even remind yourself.Do acts of kindness, then let them go.Live a life without clinging to expectationsAbout who you should be.Your friends and family will change,Everything does, you will.Life has a lot of additions and subtraction;Change is inevitable.Spend time mindfully changing yourselfTowards kindness and patience.At the end of your life,Which could be any moment,Let the ones that knew youHave lived a better life because you were there.Let your accounts be settledAnd forgive other people's.” ",1,1,0,1,1,1
2465,Coz in a war both attack and defence happens,0,0,0,0,0,0
2466,"“No matter how bad things get in life, no matter how many times things change, hang onto your ability to dream. Those dreams may well take you further than you could have ever believed.” ",1,1,1,1,1,1
2467,"“When you are, where you are supposed to be;Life conspires to help you succeed.” ",1,1,1,1,1,1
2468,Go through screenshot before drop mail,0,0,0,0,0,0
2469,I have sent a form draft regarding our discussion about absence of shortlisted candidates,0,0,0,0,0,0
2470,Please let me know your inputs and how we should take it forward,0,0,0,0,0,0
2471,isn't there a template for requesting venue ?,0,0,0,0,0,0
2472,There is. Some email I had shared several months ago with everyone.,0,0,0,0,0,0
2473,Check with Amit what is the thing about visitor badges,0,0,0,0,0,0
2474,We don't know who will come for the meet. We don't want to be in a place where  security says we should share the list of people who will attend,0,0,0,0,0,0
2475,"Amit : Usually in meets you might not have entire list of participants, so send me who all are registered till 16th (this is just for estimation). Badges participants can collect once they come here by providing their details at reception. I will brief you again the procedure on 16th.",0,0,0,0,0,0
2476,we need to send the list upto 16 th who are registered,0,0,0,0,0,0
2477,That we can pick from the RSVP list,0,0,0,0,0,0
2478,You can change it to Amit,0,0,0,0,0,0
2479,You should change it to Amit,0,0,0,0,0,0
2480,"Hello All, quick question, do we have venues confirmed for all the upcoming sessions?",0,0,0,0,0,0
2481,When is the Conference ? Sorry was not following the email chain.,0,0,0,0,0,0
2482,Which Venue we need to ask,0,0,0,0,0,0
2483,We can ask Jagu or thought works,0,0,0,0,0,0
2484,Can we keep same as old one.,0,0,0,0,0,0
2485,Let me check in office and let you know.,0,0,0,0,0,0
2486,Whats the topic of this humla ?,0,0,0,0,0,0
2487,I am reaching back to Bangalore on 24 the morning so Ankit will be taking care of it if she has the venue available,0,0,0,0,0,0
2488,yes old venue can be used for 24th event,0,0,0,1,0,0
2489,Yep I will update in venue,0,0,0,0,0,0
2490,"Hi Ninikara , Amit and pal, for this weeks null meet, do we have every thing set.",0,0,0,0,0,0
2491,Can we reconfirm the venue once and also the speakers.,0,0,0,0,0,0
2492,"The sun set and then rise again, to give world the messages that nothing is permanent",1,1,0,1,1,1
2493,Hi I may be able to make it to the meet this time,0,0,0,0,0,0
2494,I'm not in Bangalore this weekend,0,0,0,0,0,0
2495,Please manage between the rest of the leaders,0,0,0,0,0,0
2496,its walkable from old office. it took 20-25 mins for me to reach tech village main gate. From main gate u get shuttle service till flipkart...,0,0,0,0,0,0
2497,"It's very far from my place maybe I might bit late that day you go early and remaining procedure done already, and we need to provide registrant's details to Amit on 16th to get entry passes",0,0,0,0,0,0
2498,"whoever attending chapter leads to event please register on the event , we need to provide list",0,0,0,0,0,0
2499,"can anyone share the rules that we discussed for the who are not attending the conference sessions , i think its better to update on the event site as a important note",0,0,0,0,0,0
2500,I won't be coming to the meet,0,0,0,0,0,0
2501,It's ok if you would be late. I will be there. Can I call you tomorrow?,0,0,0,0,0,0
2502,Folks we need to respond to Rahuls email,0,0,0,0,0,0
2503,As a community he wants to work with us to teach Machine learning,0,0,0,0,0,0
2504,I also have the same information that you all have,0,0,0,0,0,0
2505,"jagu, can you check with Ankit tomorrow and see how in the past have we approached stuff like this",0,0,0,0,0,0
2506,I'm not in India till next thursday,0,0,0,0,0,0
2507,Forward the email to Ankit AFTER you talk to him,0,0,0,0,0,0
2508,"Folks, i spoke with Ankit and he suggested to include Aseem and Sandeep to the chain.  I have: added the leads on the email chain so that we all are on the same page.",0,0,0,0,0,0
2509,I'm planning from my side IoT security workshop's because i got people who are working like me so I have this plan I will get back on this ASAP,0,0,0,0,0,0
2510,"Can we do some fun meetup? Take topics from participants and put all the chits in a box. Randomly people walk up, pick a chit, take a minute to prepare and deliver an impromptu talk on the topic for 2 to 3 minutes. Everybody has to participate.At the end, discussion follows.[Just an idea]",0,0,0,0,0,0
2511,why don't we train people encourage coding levellike taking target on something write tool to scan or fuzz and will upload that in  github (incubator)  - a group of enthusiasts in the contribution learning and developmentexample : need to write a code to pull the input parameters from web application -1 st half training on code and2nd half making on max level (or) full day for development of scriptName : we can suggest -  Code champ{idea 2},0,0,0,0,0,0
2512,i dont have much about it,0,0,0,0,0,0
2513,The goal of a session is to create something usable by the end of the event.,0,0,0,0,0,0
